label,group,description,value,unit,rationale,reference,link
Fact_B_P_renovation_emplo_2017,ud,"BeschÃ¤ftigte Ausbaugewerbe (WZ 43.2, 43.3) insgesamt",406259,,"Summe der zwei WZ (43.2, 43.3) im Ausbaugewerbe: = 307697 + 98562","destatis 2020 Fachserie 4 Reihe 5.3 Produzierendes Gewerbe Kostenstruktur der Rechtlichen Einheiten im Baugewerbe 2018, S. 68ff.",https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Bauen/Publikationen/Downloads-Baugewerbe-Struktur/kostenstruktur-baugewerbe-2040530187004.pdf?__blob=publicationFile
Fact_B_S_coal_fec_2018,ud (Eingabe und Bundestest),EEV GHD 2021 Kohle,8888.888888888889,,"Steinkohlen, Braunkohlen","AG EB 2023 Bilanz 2021 Zeile 67, Spalte C",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_B_S_petrol_fec_2018,ud (Eingabe und Bundestest),EEV  GHD 2021 Benzin,1434166.6666666667,,Ottokraftstoffe (Benzin) abzÃ¼glich Fact_A_S_petrol_fec_2018,"AG EB 2023 Bilanz 2021 Zeile 67, Spalte L",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_B_S_jetfuel_fec_2018,ud (Eingabe und Bundestest),EEV  GHD 2021 Kerosin,1336111.111111111,,Flugturbinenkraftstoffe,"AG EB 2023 Bilanz 2021 Zeile 67, Spalte N",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_B_S_diesel_fec_2018,ud (Eingabe und Bundestest),EEV  GHD 2021 Diesel,9870000,,Dieselkraftstoff abzÃ¼glich Fact_A_S_diesel_fec_2018,"AG EB 2023 Bilanz 2021 Zeile 67, Spalte O",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_B_S_fueloil_fec_2018,ud (Eingabe und Bundestest),EEV GHD 2021 HeizÃ¶l,39168055.55555555,,HeizÃ¶l leicht abzÃ¼glich Fact_A_S_fueloil_fec_2018,"AG EB 2023 Bilanz 2021 Zeile 67, Spalte P",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_B_S_lpg_fec_2018,ud (Eingabe und Bundestest),EEV GHD 2021 LPG,2578333.333333333,,FlÃ¼ssiggas abzÃ¼glich Fact_A_S_lpg_fec_2018,"AG EB 2023 Bilanz 2021 Zeile 67, Spalte S",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_B_S_gas_fec_2018,ud (Eingabe und Bundestest),EEV  GHD 2021 Erdgas,108331111.1111111,,"Erdgas, abzÃ¼glich Fact_A_S_gas_fec_2018","AG EB 2023 Bilanz 2021 Zeile 67, Spalte X",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_B_S_biomass_fec_2018,ud (Eingabe und Bundestest),EEV GHD 2021 Biomasse,26281944.444444448,,Biomasse abzÃ¼glich Fact_A_S_biomass_fec_2018,"AG EB 2023 Bilanz 2021 Zeile 67, Spalte AA",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_B_S_orenew_fec_2018,ud (Eingabe und Bundestest),"EEV GHD 2021 Sonstige EE (Photovoltaik, WÃ¤rmepumpe)",2526388.888888889,,Sonstige erneuerbare EnergietrÃ¤ger,"AG EB 2023 Bilanz 2021 Zeile 67, Spalte AB",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_BAW_S_elec_fec_2018,ud (Eingabe und Bundestest),"EEV GHD, Landwirtschaft, Abfallwirtschaft 2021 Strom",130984722.22222222,,Strom Spalte AD (enthält Landwirtschaft Fact_A_S_elec_fec_2018 und Abfallwirtschaft Fact_W_S_elec_fec_2018),"AG EB 2023 Bilanz 2021 Zeile 67, Spalte AD",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_B_S_heatnet_fec_2018,ud (Eingabe und Bundestest),EEV GHD 2021 WÃ¤rmenetze (FernwÃ¤rme + NahwÃ¤rme),14203333.333333332,,FernwÃ¤rme,"AG EB 2023 Bilanz 2021 Zeile 67, Spalte AF",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_B_S_elec_heating_fec_2018,ud,EEV GHD Stromheizung direkt,11222222.222222222,,"Stromheizung direkt für Raumwärme (33,2 PJ) und Warmwasser (7,2 PJ) 2021. Wärmepumpe wird unter Ernerubare ausgewiesen und ist daher nicht enthalten.","Fraunhofer ISI Erstellung von Anwendungsbilanzen für die Jahre 2021 bis 2023 für die Sektoren Industrie und GHD, S. 24 (Tabelle 7)",https://ag-energiebilanzen.de/wp-content/uploads/2021/02/Anwendungsbilanz_Industrie_2021_final_20221222.pdf
Fact_B_S_CO2e_1A4a_2018,ui,Energiebedingte CO2e Commercial 2021 (CRF 1.A.4.a stationär und mobil),33495900,,"CRF 1.A.4.a stationÃ¤r enthÃ¤lt auch die Emissionen von mobil (Abgleich der CRF-Tabelle 1.A(a)s4 und NIR S. 219): ""Die Einordnung in die Hauptkategorien erfolgt fÃ¼r die Kategorien 1.A.4 fÃ¼r stationÃ¤re und mobile Quellen gemeinsam.""",UBA 2023 NIR 2021 S. 219 (Tabelle 3.2.9.1),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023
Fact_B_S_CO2e_1A5a_2018,ui,Energiebedingte CO2e Military 2021 (CRF 1.A.5.a stationär und mobil),986300,,"CRF 1.A.5.a stationÃ¤r enthÃ¤lt auch die Emissionen von mobil (Abgleich der CRF-Tabelle 1.A(a)s4 und NIR S. 233): ""Die Einordnung in die Hauptkategorien erfolgt fÃ¼r die Kategorien 1.A.5 fÃ¼r stationÃ¤re und mobile Quellen gemeinsam.""",UBA 2023 NIR 2021 S. 233 (Tabelle 3.2.11.1),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023
Fact_B_S_full_usage_hours_buildings,,Vollbenutzungsstunden fÃ¼r BÃ¼rogebÃ¤ude,1650,,Mittelwert von 1.400 - 1.900,"Stadt Frankfurt am Main, Senkung der Heizenergiekosten in Ã¶ffentlichen GebÃ¤uden, S. 8",https://energiemanagement.stadt-frankfurt.de/Betriebsoptimierung/Seminarprogramm/Seminar-Teil-2-Heizung.pdf
Fact_I_P_constr_civil_revenue_pct_of_wage_2018,ud,"Anteil Personalkosten am Umsatz Betriebe ""Sonstiger Tiefbau"" (WZ 42.9) 2021",0.279,%,"Der ""Sonstiger Tiefbau a.n.g."" (WZ 42.99, a.n.g. = anderweitig nicht genannt) wird als Wirtschaftszweig betrachtet, der fÃ¼r alle UmbaumaÃŸnahmen im Industriesektor geeignet ist (""Diese Unterklasse umfasst: â€“ Bau von Industrieanlagen (auÃŸer GebÃ¤uden) wie: â€¢ Raffinerien â€¢ Chemiefabriken ""), da es um den Umbau der Industrieanlagen selbst und nicht der GebÃ¤ude geht (welche unter WZ 42.20.1 (Bau von GebÃ¤uden) gefasst sind (""â€“ Errichtung von NichtwohngebÃ¤uden aller Art: â€¢ kommerzielle GebÃ¤ude wie Fabriken, WerkstÃ¤tten, Montagewerke""., Der Anteil der Personalkosten wird jedoch nur fÃ¼r den gesamten WZ 42.9 mit 27,9% angegeben, sodass dieser auch fÃ¼r 42.99 angenommen wird., ","destatis 2018 Kostenstruktur der Rechtlichen Einheiten im Baugewerbe S. 7, 109f",https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Bauen/Publikationen/Downloads-Baugewerbe-Struktur/kostenstruktur-baugewerbe-2040530187004.pdf?__blob=publicationFile
Fact_I_P_constr_civil_wage_2018,ui,"Personalkosten  ""Sonstiger Tiefbau a.n.g."" (WZ 42.99) 2021",1783134000,â‚¬,Personalkosten insgesamt von WZ 42.1 in Spalte 6,destatis 2018 Kostenstruktur der Rechtlichen Einheiten im Baugewerbe S. 75,https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Bauen/Publikationen/Downloads-Baugewerbe-Struktur/kostenstruktur-baugewerbe-2040530187004.pdf?__blob=publicationFile
Fact_I_P_constr_civil_emplo_2018,ui,"BeschÃ¤ftigte ""Sonstiger Tiefbau a.n.g."" (WZ 42.99) 2021",35782,,Arbeitnehmer zusammen von WZ 42.1 in Spalte 6,destatis 2018 Kostenstruktur der Rechtlichen Einheiten im Baugewerbe S. 69,https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Bauen/Publikationen/Downloads-Baugewerbe-Struktur/kostenstruktur-baugewerbe-2040530187004.pdf?__blob=publicationFile
Fact_I_P_chem_basic_CO2e_cb_2018,ui,Energiebedingte CO2e Grundstoffchemie inkl. Ammoniak (AG EB Zeile 49) 2021,18990557.975482915,t,Energiebedarfe aus AG Energiebilanzen (Zeile: 49) multipliziert mit Emissionsfaktoren des UBA/NIR. FÃ¼r Biomasse wurde ein EF von 3.947 t CO2e/TJ nur fÃ¼r die non-CO2-THG-Emissionen aus der Verbrennung berechnet. Dieser ist ein gewichteter Mittelwert aller eingesetzter BiomassetrÃ¤ger in der Industrie nach UBA 2022 Emissionsbilanz Erneuerbarer Energien 2021,"AG EB 2023 Bilanz 2021 Zeile 49, NIR S. 854ff (Tabelle 481), extra Berechnungstabelle AG_EB_2023_Heizwerke_Kraftwerke_Industrie_2021.xlsx",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf ; https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023
Fact_I_P_chem_other_CO2e_cb_2018,ui,Energiebedingte CO2e sonstige Chemieindustrie 2021,2608784.70305607,t,Energiebedarfe aus AG Energiebilanzen (Zeile: 50) multipliziert mit Emissionsfaktoren des UBA/NIR. FÃ¼r Biomasse wurde ein EF von 3.947 t CO2e/TJ nur fÃ¼r die non-CO2-THG-Emissionen aus der Verbrennung berechnet. Dieser ist ein gewichteter Mittelwert aller eingesetzter BiomassetrÃ¤ger in der Industrie nach UBA 2022 Emissionsbilanz Erneuerbarer Energien 2021,"AG EB 2023 Bilanz 2021 Zeile 50, NIR S. 854ff (Tabelle 481), extra Berechnungstabelle AG_EB_2023_Heizwerke_Kraftwerke_Industrie_2021.xlsx",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf ; https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023
Fact_I_P_chem_carbon_black_CO2e_pb_2018,ui,Prozessbedingte CO2e Industrieruß-Produktion 2021 (Teil von CRF 2.B.8),1073700,t,"""Die Industrieruß-Produktion dominiert mit ca. 75 % Anteil die Emissionen dieser Kategorie."", daher Berechnung (861600 CO2 + 570000 CH4)*0.75",UBA 2023 NIR 2021 S. 308 (Tabelle 4.3.8),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023
Fact_I_P_chem_soda_CO2e_pb_2018,ui,Prozessbedingte CO2e Soda Produktion 2021 (CRF 2.B.7),457800,t,Aus NIR abgelesen,UBA 2023 NIR 2021 S. 306 (Tabelle 4.3.7.1),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023
Fact_I_P_chem_petro_chemicals_CO2e_pb_2018,ui,Prozessbedingte CO2e Petrochemie 2021 (Teil von CRF 2.B.8),357900,t,"""Die Industrieruß-Produktion dominiert mit ca. 75 % Anteil die Emissionen dieser Kategorie."", daher Berechnung (861600 CO2 + 570000 CH4)*0.25",UBA 2023 NIR 2021 S. 308 (Tabelle 4.3.8),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023
Fact_I_P_chem_sum_of_smaller_emissions_CO2e_pb_2018,ui,"Prozessbedingte CO2e Weitere Chemieproduktion (Salpetersäure, Adipinsäure, Carbid-Produktion) 2021 (CRF 2.B.2-6)",416500,t,"Zusammenfassung kleinerer Emissionen aus Produktion von Salpetersäure, Adipinsäure, Carbid (Werte für einzelnen Prozesse in NIR vorhanden). Titandioxid (CRF 2.B.6) wird nicht berichtet.",UBA 2023 NIR 2021 S. 298-306,https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023
Fact_I_P_chem_other_CO2e_pb_2018,ui,Prozessbdingte CO2e sonstige Chemieindustrie 2021,0,t,"In NIR keine prozessbedingten Emissionen zu Produkten aus der sonstigen Chemieindustrie (WZ 20, 21 ohne 20.1)",nicht in UBA 2023 NIR 2021 aufgeführt,https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023
Fact_I_P_chem_ammonia_CO2e_pb_2018,ui,Prozessbedingte CO2e Ammoniak Produktion 2021 (CRF 2.B.1),4012000,t,Aus NIR abgelesen,UBA 2023 NIR 2021 S. 296,https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023
Fact_I_P_chem_ammonia_ratio_CO2e_cb_to_prodvol,ud,Energiebedingte CO2e-Faktor pro t Ammoniak,0.5,t CO2e/t Produkt,VCI Roadmap Chemie TreibhausgasneutralitÃ¤t 2050,VCI 2019,
Fact_I_P_chem_basic_wo_ammonia_prodvol_2018,ui,Gesamtproduktionsmenge Grundstoffchemie 2021 ohne Ammoniak,5581807.5742067555,t,"VCI Roadmap Chemie TreibhausgasneutralitÃ¤t 2050 + Berechnung mit Daten zur Verteilung aus Quelle: https://www.listenchampion.de/2020/10/30/chemie-industrie-in-deutschland-unser-branchenreport/, Skaliert auf 2021 mithilfe des Produktionsindexes 2021 vs. 2018 für Chemische Grundstoffe (WZ 20.1), also =5357000*101.8/97.7","VCI 2019 Roadmap Chemie 2050, VCI 2023 Chemiewirtschaft in Zahlen 2022, S. 8",https://www.vci.de/vci/downloads-vci/publikation/2019-10-09-studie-roadmap-chemie-2050-treibhausgasneutralitaet.pdf ; https://www.vci.de/vci/downloads-vci/publikation/chiz-historisch/chemiewirtschaft-in-zahlen-2022.pdf 
Fact_I_P_chem_ammonia_prodvol_2017,ui,Produktionsmenge Ammoniakherstellung 2017,2425157,t,"Ammoniak, bereinigt auf N Tonnen","VCI 2023 Chemiewirtschaft in Zahlen 2022, S. 18",https://www.vci.de/vci/downloads-vci/publikation/chiz-historisch/chemiewirtschaft-in-zahlen-2022.pdf 
Fact_I_P_chem_other_prodvol_2018,ui,Gesamtproduktionsmenge sonstige Chemieindustrie 2021,3870482.4120603013,t,"VCI Roadmap Chemie TreibhausgasneutralitÃ¤t 2050 + Berechnung mit Daten zur Verteilung aus Quelle: https://www.listenchampion.de/2020/10/30/chemie-industrie-in-deutschland-unser-branchenreport/, Skaliert auf 2021 mithilfe des Produktionsindexes 2021 vs. 2018 für Chemische Grundstoffe (WZ 20.1), also =3813000*101/99.5","VCI 2019 Roadmap Chemie 2050, VCI 2023 Chemiewirtschaft in Zahlen 2022, S. 8",https://www.vci.de/vci/downloads-vci/publikation/2019-10-09-studie-roadmap-chemie-2050-treibhausgasneutralitaet.pdf ; https://www.vci.de/vci/downloads-vci/publikation/chiz-historisch/chemiewirtschaft-in-zahlen-2022.pdf 
Fact_I_P_chem_ammonia_ratio_prodvol_to_fec,ud,Faktor Ammoniak Produktion in t pro MWh 2013. Berechneter Kehrwert,0.3065369109347513,t/MWh,Gewichtetes Mittel der Ammoniak-Produktion aus Erdgas (2234211 t) bzw. Erdöl (1100432 t) vs. TFEU (Total Final Energy Use) aus Erdgas (2.55 MWh/t) bzw. Erdöl (4.71 MWh/t) gemäß Tabelle 3-7: Wichtigste Parameter der Ammoniak-Herstellung in Deutschland,"Fraunhofer ISI 2013 Energieverbrauch und CO2-Emissionen industrieller Prozesstechnologien – Einsparpotenziale, Hemmnisse und Instrumente S. 141",https://www.isi.fraunhofer.de/content/dam/isi/dokumente/ccx/2013/Umweltforschungsplan_FKZ-370946130.pdf
Fact_I_S_chem_other_fec_2018,ui,Sonstige Chemieindustrie EEV 2021,23726666.666666668,MWh,Sonstige chemische Industrie: Energieträger insgesamt Summe (Umgerechnet in MWh),"AG EB 2023 Bilanz 2021 Zeile 50, Spalte AI",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_P_miner_fec_2018,ui,mineralische Industrie EEV 2021,79351111.1111111,MWh,Glas u. Keramik; Verarbeitung v. Steine u. Erden: Energieträger insgesamt Summe (Umgerechnet in MWh),"AG EB 2023 Bilanz 2021 Zeile 52+53, Spalte AI",https://ag-energiebilanzen.de/wp-content/uploads/2023/03/Bilanz-2021.pdf 
Fact_I_P_miner_CO2e_cb_2018,ui,Energiebedingte CO2e mineralische Industrie (CRF 1.A.2.f) 2021,12264800,t/a,Summe der drei THG in 1.A.2.f Verarbeitendes Gewerbe - Mineralische Industrie,UBA 2023 NIR 2021 S. 179,https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023
Fact_I_P_miner_cement_fec_2017,ui,EEV Zementindustrie 2021,44235588.573069185,MWh,"AG EB 2023 Bilanz 2021 Zeile 53 gibt 200746 TJ EEV (Fact_I_S_miner_cementchalk_fec_2018) fÃ¼r Verarbeitung von Steinen und Erden, umgerechnet zu MWh und anteilig fÃ¼r Zement (30,7 TWh 2017) und Kalk (8,0 TWh 2016) zugeteilt","bmwi 2019 Steckbrief Energiewende Industrie Kalk und Zement, S.1",https://www.bmwi.de/Redaktion/DE/Downloads/E/energiewende-in-der-industrie-ap2a-branchensteckbrief-zement.pdf?__blob=publicationFile&v=4
Fact_I_P_miner_cement_prodvol_2017,ui,Produktionsmenge Zementindustrie 2021,25232000,t,"""Laut Deutscher Emissionshandelsstelle (DEhSt, 2022) betrug die Klinkerproduktion im Jahr 2021 in Deutschland 25.232 kt.""",UBA 2023 NIR 2021 S. 276,https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023
Fakt_I_P_miner_cement_CO2e_eb_2017,ui,Energiebedingte CO2-Emissionen Zementindustrie 2017,7092000,t,"von 20,5 Mt Gesamtemissionen aus BMWi (2017) werden 13,4 Mt prozessbedingte Emissionen aus NIR (2017) abgezogen","bmwi 2019 Steckbrief Energiewende Industrie Kalk und Zement, S.1",https://www.bmwi.de/Redaktion/DE/Downloads/E/energiewende-in-der-industrie-ap2a-branchensteckbrief-zement.pdf?__blob=publicationFile&v=4
Fact_I_P_miner_cement_CO2e_pb_2017,ui,Prozessbedingte CO2-Emissionen Zementindustrie 2017,13408000,t,,Nationaler Inventarbericht Table 188 (S.297),https://cdr.eionet.europa.eu/de/eu/mmr/art07_inventory/ghg_inventory/envxh8awg/
Fact_I_P_miner_cement_CO2e_pb_2018,ui,Prozessbedingte CO2-Emissionen Zementindustrie (CRF 2.A.1) 2021,13640200,t,"""Beim Klinkerbrennprozess werden klimarelevante Gase emittiert. Zum weit u  berwiegenden Teil ist dies CÖ2. Die CÖ2-Emissionen aus den Rohmaterialien sind direkt an die Produktionsmengen des Zementklinkers gekoppelt. Laut Deutscher Emissionshandelsstelle (DEhSt, 2022) betrug die Klinkerproduktion im Jahr 2021 in Deutschland 25.232 kt.""",UBA 2023 NIR 2021 S. 276,https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023
Fact_I_P_miner_chalk_fec_2017,ui,EEV Kalkindustrie 2017,11527189.204708584,MWh,"AG EB 2023 Bilanz 2021 Zeile 53 gibt 200746 TJ EEV (Fact_I_S_miner_cementchalk_fec_2018) fÃ¼r Verarbeitung von Steinen und Erden, umgerechnet zu MWh und anteilig fÃ¼r Zement (30,7 TWh 2017) und Kalk (8,0 TWh 2016) zugeteilt","bmwi 2019 Steckbrief Energiewende Industrie Kalk und Zement, S.1",https://www.bmwi.de/Redaktion/DE/Downloads/E/energiewende-in-der-industrie-ap2a-branchensteckbrief-zement.pdf?__blob=publicationFile&v=4
Fact_I_P_miner_chalk_prodvol_2018,ui,Produktionsmenge Kalkindustrie 2021,6030000,t,Werte fÃ¼r Kalk (5809000 t) & Dolomitkalk (221000 t) addiert,UBA 2023 NIR 2021 S. 280,https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023
Fact_I_P_miner_chalk_CO2e_cb_2016,ui,Energiebedingte CO2-Emissionen Kalkindustrie 2016,2365000,t/a,"von 7,2 Mt Gesamtemissionen aus BMWi (2016) werden 4,8 Mt prozessbedingte Emissionen aus NIR (2016) abgezogen","bmwi 2019 Steckbrief Energiewende Industrie Kalk und Zement, S.1",https://www.bmwi.de/Redaktion/DE/Downloads/E/energiewende-in-der-industrie-ap2a-branchensteckbrief-zement.pdf?__blob=publicationFile&v=4
Fact_I_P_miner_chalk_CO2e_pb_2016,ui,Prozessbedingte CO2-Emissionen Kalkindustrie 2016 (CRF 2.A.2),4835000,t,"Werte fÃ¼r Kalk & Dolomitkalk addiert, muss noch umbenannt werden",Nationaler Inventarbericht Table 189 (S.300),https://cdr.eionet.europa.eu/de/eu/mmr/art07_inventory/ghg_inventory/envxh8awg/
Fact_I_P_miner_chalk_CO2e_pb_2018,ui,Prozessbedingte CO2-Emissionen Kalkindustrie (CRF 2.A.2) 2021,4524900,t,Werte fÃ¼r Kalk (4333000 t CO2) & Dolomitkalk (192000 t CO2) addiert,UBA 2023 NIR 2021 S. 279,https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023
Fact_I_P_miner_ceram_fec_2018,ui,EEV Keramikindustrie 2021,8984530.57133311,,"AG EB 2023 Bilanz 2021 Zeile 52 gibt 84918 TJ EEV (Fact_I_S_miner_glasceram_fec_2018) fÃ¼r Glas und Keramik, umgerechnet zu MWh und anteilig fÃ¼r Glas (18,53 TWh 2015) und Keramik (11,4 TWh 2016) zugeteilt",bmwi 2019 Branchensteckbrief Keramikindustrie S. 1,https://www.bmwi.de/Redaktion/DE/Downloads/E/energiewende-in-der-industrie-ap2a-branchensteckbrief-keramik.pdf?__blob=publicationFile&v=4
Fact_I_P_miner_ceram_prodvol_2018,ui,Produktionsmenge Keramikindustrie 2021,10828000,t,CO2-relevante Keramikproduktion (10828000 t) und weitere Sodanutzung (568343000 t),UBA 2023 NIR 2021 S. 288 (Tabelle 171) und S. 292 (Tabelle 173),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023
Fact_I_P_miner_ceram_CO2e_cb_2016,ui,Energiebedingte CO2-Emissionen Keramikindustrie 2016,2589300,t,"von 3,36 Mt Gesamtemissionen aus BMWi (2016) werden 0,77 Mt prozessbedingte Emissionen aus NIR (2016) abgezogen",BMWi 2019 Branchensteckbrief Keramikindustrie S. 1,https://www.bmwi.de/Redaktion/DE/Downloads/E/energiewende-in-der-industrie-ap2a-branchensteckbrief-keramik.pdf?__blob=publicationFile&v=4
Fact_I_P_miner_ceram_CO2e_pb_2016,ui,Prozessbedingte CO2-Emissionen Keramikindustrie 2016 (CRF 2.A.4a+b),770700,t,,"NIR, S. 306+312",https://cdr.eionet.europa.eu/de/eu/mmr/art07_inventory/ghg_inventory/envxh8awg/
Fact_I_P_miner_ceram_CO2e_pb_2018,ui,Prozessbedingte CO2-Emissionen Keramikindustrie (CRF 2.A.4.a+b) 2021,816400,t,"Nur CRF 2.A.4.a+b geben Emissionen an. CRF 2.A.4.a Kalk ""Die hier betrachteten prozessbedingten CÖ2-Emissionen entweichen wa hrend des Brennvorganges im Öfen. Diese kommen sowohl aus den karbonatischen als auch aus den fossilen Bestandteilen des Rohstoffes. "" CRF 2.A.4.b weitere Sodanutzung ""Es wird davon ausgegangen, dass der im Soda enthaltene Kohlenstoff unabha ngig von der Nutzungsart fru  her oder spa ter als CÖ2 in die Luft freigesetzt wird"". Bei c und d sind keine Werte hinterlegt. Auf S. 314 heiÃŸt es zur Herstellung nichtmetallurgischer Magnesiumprodukte CRF 2.A.4.c: ""Die Treibhausgas-Emissionen aus dieser Kategorie betragen weniger als 0,05 % des Gesamtinventars (ohne LULUCF) und unterschreiten 500 kt CÃ–2-A quivalente, zudem kann eine ja hrliche Erfassung nicht gewa hrleistet werden (UNFCCC, 2013a). Somit wird auf eine entsprechende Berichterstattung verzichtet.""",UBA 2023 NIR 2021 S. 286 ,https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023
Fact_I_P_miner_glas_fec_2018,ui,EEV Glasindustrie 2021,14603802.762000224,,"AG EB 2023 Bilanz 2021 Zeile 52 gibt 84918 TJ EEV (Fact_I_S_miner_glasceram_fec_2018) fÃ¼r Glas und Keramik, umgerechnet zu MWh und anteilig fÃ¼r Glas (18,53 TWh 2015) und Keramik (11,4 TWh 2016) zugeteilt",bmwi 2019 Branchensteckbrief Glasindustrie S. 1,https://www.bmwi.de/Redaktion/DE/Downloads/E/energiewende-in-der-industrie-ap2a-branchensteckbrief-glas.pdf?__blob=publicationFile&v=4
Fact_I_P_miner_glas_prodvol_2018,ui,Produktionsmenge Glasindustrie 2021,7803000,t,"""Die Produktionszahlen (Aktivitätsraten) werden den regelma ßig erscheinenden Jahresberichten des Bundesverbandes Glasindustrie entnommen. Die Produktion bezieht sich auf die Masse an produziertem Glas, die der Masse an geschmolzenem Glas gleich gesetzt wird.""",UBA 2023 NIR 2021 S. 283 (Tabelle 167),https://www.umweltbundesamt.de/sites/default/files/medien/11850/publikationen/28_2023
Fact_I_P_miner_glas_CO2e_cb_2015,ui,Energiebedingte CO2-Emissionen Glasindustrie 2015,3963577,t,"BMWi gibt fÃ¼r Glas in 2015 Gesamtemissionen von 4,88 Mt an. Davon wurden die 0,9 Mt prozessbedingte Emissionen 2016 des NIR abgezogen.",bmwi 2019 Branchensteckbrief Glasindustrie S. 1,https://www.bmwi.de/Redaktion/DE/Downloads/E/energiewende-in-der-industrie-ap2a-branchensteckbrief-glas.pdf?__blob=publicationFile&v=4
